"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-PL-04
**Title:** Call Now assistance lead submits successfully on 2.5 ton - 5 ton Trucks
**Language:** en

**Description:**
Open the 2.5 ton - 5 ton Trucks page, click the ""Still confused?"" widget's Call Now button to open the assistance lead form, fill model, name, mobile and city, and submit.

**Expected Result:**
The assistance form closes after a successful submission.

**Steps:**
1. Open the 2.5 ton - 5 ton Trucks page
2. Click Call Now to open the assistance lead form
3. Fill model, name, mobile and city
4. Submit and verify the assistance form closes","12445","TC-PL-04: Call Now assistance lead submits successfully on 2.5 ton - 5 ton Trucks","CategoryPages - PayloadListing [ton2_5to5] [en] — 2.5 ton - 5 ton Trucks","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on All Authors [en] matches the stored snapshot
**Language:** en

**Description:**
Open All Authors (en) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on All Authors (en) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open All Authors (en)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","12614","TC-SEOS-01: heading structure on All Authors [en] matches the stored snapshot","SEO structure - UtilityPages [authorsHub] [en] — All Authors","2026-09-04","passed","2026-09-04","","","",""
"","67","TC-NTPDP-13: Images block for Eka 3W Cargo","PDP - NewTruckPdp [leastPopular] [en] — Eka 3W Cargo","2026-09-04","skipped","2026-09-04","","Page blocks (same session)","",""
"**Test Case ID:** TC-TYRSEO-03
**Title:** FAQ heading and questions are listed on MRF Tyres
**Language:** en

**Description:**
Confirm MRF Tyres shows the FAQ heading and each expected question.

**Expected Result:**
“Frequently Asked Questions” and the listed questions are present.

**Steps:**
1. Open MRF Tyres
2. Scroll to FAQ
3. Verify heading and questions","625","TC-TYRSEO-03: FAQ heading and questions are listed on MRF Tyres","SEO - TyresSeoContent [mrfTyres] [en] [desktop] — MRF Tyres","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-TYRSEO-02
**Title:** Read More expands About content on MRF Tyres
**Language:** en

**Description:**
Click Read More on the MRF Tyres About block and confirm Read Less is shown.

**Expected Result:**
The About block expands and Read Less is visible.

**Steps:**
1. Open MRF Tyres About block
2. Click Read More
3. Verify Read Less","677","TC-TYRSEO-02: Read More expands About content on MRF Tyres","SEO - TyresSeoContent [mrfTyres] [en] [desktop] — MRF Tyres","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-CL-01
**Title:** Check Truck Price lead submits successfully on LCV
**Language:** en

**Description:**
Open the LCV page, click a truck card's ""Check Truck Price"" button to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission.

**Steps:**
1. Open the LCV page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","4051","TC-CL-01: Check Truck Price lead submits successfully on LCV","CategoryPages - CategoryListing [lcv] [en] — LCV","2026-09-03","passed","2026-09-03","","","",""
"","1014","TC-TIY-01: section is visible with dynamic year heading Truck in India {year}","Homepage - TruckInIndia [en]","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on New Buses [en] match the stored snapshot
**Language:** en

**Description:**
Compare the FAQ heading and questions on New Buses (en) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on New Buses (en) are unchanged.

**Steps:**
1. Open New Buses (en)
2. Read the FAQ block
3. Compare with the stored snapshot","820","TC-SEOS-02: FAQ questions on New Buses [en] match the stored snapshot","SEO structure - Buses [newBuses] [en] — New Buses","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Mahindra Bolero [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on Mahindra Bolero (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Mahindra Bolero (hi) are unchanged.

**Steps:**
1. Open Mahindra Bolero (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","982","TC-SEOS-02: FAQ questions on Mahindra Bolero [hi] match the stored snapshot","SEO structure - CategoryPages [mahindraBolero] [hi] — Mahindra Bolero","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-BUS-02
**Title:** Lead form shows required validation when submitted empty on Ashok Leyland Buses
**Language:** en

**Description:**
Open the Ashok Leyland Buses page, open the lead form via ""Check Bus Price"", and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Ashok Leyland Buses page
2. Click ""Check Bus Price"" to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","1494","TC-BUS-02: lead form shows required validation when submitted empty on Ashok Leyland Buses","Buses - BusListing [ashokLeylandBuses] [en] — Ashok Leyland Buses","2026-09-03","passed","2026-09-03","","","",""
"","15712","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - CategoryPages [ton10to20] [en] — 10 ton - 20 ton Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-NLP-10
**Title:** truck listing, filters and cards on Find New Trucks
**Language:** en

**Description:**
Confirm the truck listing block on Find New Trucks shows a count heading, the Filter By row, and at least one truck card CTA.

**Expected Result:**
Listing heading with a count, Filter By / Reset All / Apply Filter, and at least one card button are visible.

**Steps:**
1. Open the Find New Trucks listing page
2. Verify the listing heading
3. Verify Filter By controls
4. Verify at least one “Check Truck Price” card button","2551","TC-NLP-10: truck listing, filters and cards on Find New Trucks","ListingPages - NewListingPages [newTrucks] [en] — Find New Trucks","2026-09-04","passed","2026-09-04","","","",""
"","5093","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - CategoryPages [lpg] [en] — LPG Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on All Truck Brands [ta] still matches the snapshot
**Language:** ta

**Description:**
Confirm All Truck Brands (ta) still has the same number of SEO headings as the snapshot.

**Expected Result:**
All Truck Brands (ta) still has 9 SEO headings.

**Steps:**
1. Open All Truck Brands (ta)
2. Count SEO headings
3. Compare with the snapshot count","1094","TC-SEOS-04: heading count on All Truck Brands [ta] still matches the snapshot","SEO structure - UtilityPages [allTruckBrands] [ta] — All Truck Brands","2026-09-04","passed","2026-09-04","","","",""
"","5477","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [goodyearTyres] [en] — Goodyear Tyres","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-CL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on 14 Wheeler
**Language:** en

**Description:**
Open the 14 Wheeler page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the 14 Wheeler page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","4619","TC-CL-02: Check Truck Price lead form shows required validation when submitted empty on 14 Wheeler","CategoryPages - CategoryListing [fourteenWheeler] [en] — 14 Wheeler","2026-09-03","passed","2026-09-03","","","",""
"","4848","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [aboutUs] [hi] — About Us","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Under 1 Ton Trucks [ta] matches the stored snapshot
**Language:** ta

**Description:**
Open Under 1 Ton Trucks (ta) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Under 1 Ton Trucks (ta) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Under 1 Ton Trucks (ta)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","3307","TC-SEOS-01: heading structure on Under 1 Ton Trucks [ta] matches the stored snapshot","SEO structure - CategoryPages [under1Ton] [ta] — Under 1 Ton Trucks","2026-09-04","passed","2026-09-04","","","",""
"","11381","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UsedTruck [sellUsedTrucks] [ta] — Sell Used Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-TBR-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on Ashok Leyland Trucks
**Language:** en

**Description:**
Open the Ashok Leyland Trucks page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Ashok Leyland Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","5711","TC-TBR-02: Check Truck Price lead form shows required validation when submitted empty on Ashok Leyland Trucks","CategoryPages - CategoryListingBrands [ashokLeylandBrand] [en] — Ashok Leyland Trucks","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Videos [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open Videos (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Videos (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Videos (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","666","TC-SEOS-01: heading structure on Videos [hi] matches the stored snapshot","SEO structure - UtilityPages [videos] [hi] — Videos","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-LMC-02
**Title:** First product name on default tab navigates to truck PDP
**Language:** hi

**Description:**
On the default category tab, click the first visible truck product name and confirm the truck product detail page opens.

**Expected Result:**
The browser URL matches that product’s truck PDP path for the selected language.

**Steps:**
1. Open Latest Models by Category
2. Click the first visible product name on the active tab
3. Verify the URL is the matching truck PDP","19724","TC-LMC-02: first product name on default tab navigates to truck PDP","Homepage - LatestModelsByCategory [hi]","2026-09-04","broken","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on LNG Trucks [en] matches the stored snapshot
**Language:** en

**Description:**
Open LNG Trucks (en) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on LNG Trucks (en) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open LNG Trucks (en)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","853","TC-SEOS-01: heading structure on LNG Trucks [en] matches the stored snapshot","SEO structure - CategoryPages [lng] [en] — LNG Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Eicher Buses [ta] match the stored snapshot
**Language:** ta

**Description:**
Compare the FAQ heading and questions on Eicher Buses (ta) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Eicher Buses (ta) are unchanged.

**Steps:**
1. Open Eicher Buses (ta)
2. Read the FAQ block
3. Compare with the stored snapshot","698","TC-SEOS-02: FAQ questions on Eicher Buses [ta] match the stored snapshot","SEO structure - Buses [eicherBuses] [ta] — Eicher Buses","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on 12 Wheeler [en] still matches the snapshot
**Language:** en

**Description:**
Confirm 12 Wheeler (en) still has the same number of SEO headings as the snapshot.

**Expected Result:**
12 Wheeler (en) still has 16 SEO headings.

**Steps:**
1. Open 12 Wheeler (en)
2. Count SEO headings
3. Compare with the snapshot count","3095","TC-SEOS-04: heading count on 12 Wheeler [en] still matches the snapshot","SEO structure - CategoryPages [twelveWheeler] [en] — 12 Wheeler","2026-09-04","failed","2026-09-04","","","",""
"","21615","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - CategoryPages [mahindraBrand] [ta] — Mahindra Trucks","2026-09-03","passed","2026-09-03","","","",""
"","1121","TC-CL-04: Call Now assistance lead submits successfully on Mini Trucks","CategoryPages - CategoryListing [miniTrucks] [en] — Mini Trucks","2026-09-03","skipped","2026-09-03","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on 14 Wheeler [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open 14 Wheeler (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on 14 Wheeler (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open 14 Wheeler (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","1749","TC-SEOS-01: heading structure on 14 Wheeler [hi] matches the stored snapshot","SEO structure - CategoryPages [fourteenWheeler] [hi] — 14 Wheeler","2026-09-04","failed","2026-09-04","","","",""
"","8974","TC-BUS-00: page links resolve 200/30x; broken links are logged, not failed","Buses - BusListing [eicherBuses] [en] — Eicher Buses","2026-09-03","passed","2026-09-03","","","",""
"","9131","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - PDP [yodhaSpecifications] [en] — Tata Yodha 2.0 Specifications","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on SML ISUZU Buses [en] still matches the snapshot
**Language:** en

**Description:**
Confirm SML ISUZU Buses (en) still has the same number of SEO headings as the snapshot.

**Expected Result:**
SML ISUZU Buses (en) still has 10 SEO headings.

**Steps:**
1. Open SML ISUZU Buses (en)
2. Count SEO headings
3. Compare with the snapshot count","679","TC-SEOS-04: heading count on SML ISUZU Buses [en] still matches the snapshot","SEO structure - Buses [smlIsuzuBuses] [en] — SML ISUZU Buses","2026-09-03","passed","2026-09-03","","","",""
"","8904","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - Buses [eicherBuses] [ta] — Eicher Buses","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Tippers [en] match the stored snapshot
**Language:** en

**Description:**
Compare the FAQ heading and questions on Tippers (en) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Tippers (en) are unchanged.

**Steps:**
1. Open Tippers (en)
2. Read the FAQ block
3. Compare with the stored snapshot","1002","TC-SEOS-02: FAQ questions on Tippers [en] match the stored snapshot","SEO structure - CategoryPages [tippers] [en] — Tippers","2026-09-03","passed","2026-09-03","","","",""
"","12893","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - CategoryPages [trailers] [ta] — Trailers","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-CL-03
**Title:** Check Truck Price lead form rejects mobile that is not 10 digits on Auto Rickshaw
**Language:** en

**Description:**
Open the Auto Rickshaw page, open Check Truck Price, fill a valid name, an invalid (5-digit) mobile number, and leave city empty, then submit.

**Expected Result:**
The real, page-shown mobile-format and location-required validation messages are displayed, and no lead is submitted.

**Steps:**
1. Open the Auto Rickshaw page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill a valid name and an invalid mobile number
4. Submit with city left empty
5. Verify the mobile-format and location validation messages are shown","2100","TC-CL-03: Check Truck Price lead form rejects mobile that is not 10 digits on Auto Rickshaw","CategoryPages - CategoryListing [autoRickshaw] [en] — Auto Rickshaw","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-CL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on 12 Wheeler
**Language:** en

**Description:**
Open the 12 Wheeler page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the 12 Wheeler page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","4803","TC-CL-02: Check Truck Price lead form shows required validation when submitted empty on 12 Wheeler","CategoryPages - CategoryListing [twelveWheeler] [en] — 12 Wheeler","2026-09-03","passed","2026-09-03","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Ashok Leyland Boss [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open Ashok Leyland Boss (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Ashok Leyland Boss (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Ashok Leyland Boss (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","1291","TC-SEOS-01: heading structure on Ashok Leyland Boss [hi] matches the stored snapshot","SEO structure - CategoryPages [ashokLeylandBoss] [hi] — Ashok Leyland Boss","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Tata Starbus Staff Contract [en] match the stored snapshot
**Language:** en

**Description:**
Compare the FAQ heading and questions on Tata Starbus Staff Contract (en) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Tata Starbus Staff Contract (en) are unchanged.

**Steps:**
1. Open Tata Starbus Staff Contract (en)
2. Read the FAQ block
3. Compare with the stored snapshot","893","TC-SEOS-02: FAQ questions on Tata Starbus Staff Contract [en] match the stored snapshot","SEO structure - Buses [starbusStaffContract] [en] — Tata Starbus Staff Contract","2026-09-03","passed","2026-09-03","","","",""
"","548","TC-TYRL-02: Load More is not shown on MRF Tyres","UtilityPages - TyresListing [mrfTyres] [en] [desktop] — MRF Tyres","2026-09-04","skipped","2026-09-04","","","",""
"**Test Case ID:** TC-PSH-03
**Title:** View All Used Trucks opens buy-used-trucks listing
**Language:** hi

**Description:**
Click View All Used Trucks in Popular Second Hand Truck and confirm the used trucks listing opens.

**Expected Result:**
The URL is the buy-used-trucks listing for the language (for example /en/buy-used-trucks).

**Steps:**
1. Open Popular Second Hand Truck
2. Click View All Used Trucks
3. Verify the buy-used-trucks listing URL","2472","TC-PSH-03: View All Used Trucks opens buy-used-trucks listing","Homepage - PopularSecondHandTruck [hi]","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Mahindra Buses [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on Mahindra Buses (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Mahindra Buses (hi) are unchanged.

**Steps:**
1. Open Mahindra Buses (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","643","TC-SEOS-02: FAQ questions on Mahindra Buses [hi] match the stored snapshot","SEO structure - Buses [mahindraBuses] [hi] — Mahindra Buses","2026-09-03","passed","2026-09-03","","","",""
"","9868","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - Buses [latestBuses] [ta] — Latest Buses","2026-09-03","passed","2026-09-03","","","",""
"","5405","TC-SRT-01: Search The Right Truck section shows tabs, fields and Brand active by default","Homepage - SearchRightTruck [hi]","2026-09-04","passed","2026-09-04","","","",""
"","11108","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - PDP [eka3wCargo] [hi] — Eka 3W Cargo","2026-09-04","passed","2026-09-04","","","",""
"","15888","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - ListingPages [bs6Trucks] [hi] — BS6 Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-PTB-02
**Title:** All popular brand cards show name, logo, title and brand URL
**Language:** en

**Description:**
In the Popular Truck Brands section, verify every brand card shown on this device displays the brand name, logo image, accessible title, and link to that brand’s page. Desktop shows 12 brands; mobile shows the first 6 of that same list (the extra cards are not in the page at all on mobile).

**Expected Result:**
Each brand the current device actually displays appears once with the correct visible name, logo, title attribute, and href pointing to the brand page for that language. The number of cards matches this device (12 on desktop, 6 on mobile).

**Steps:**
1. Open the Popular Truck Brands section
2. For each brand shown on this device, verify name, logo, title and URL
3. Confirm the total number of brand cards matches this device, not the other device’s count","1307","TC-PTB-02: all popular brand cards show name, logo, title and brand URL","Homepage - PopularTruckBrands [en]","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-TYRSEO-04
**Title:** FAQ question expands on JK Tyres
**Language:** en

**Description:**
Open a Frequently Asked Question on JK Tyres and confirm the answer is shown.

**Expected Result:**
The selected question’s answer is visible.

**Steps:**
1. Open JK Tyres
2. Scroll to FAQ
3. Open a question
4. Verify the answer","697","TC-TYRSEO-04: FAQ question expands on JK Tyres","SEO - TyresSeoContent [jkTyres] [en] [mobile] — JK Tyres","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Transit Mixer [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open Transit Mixer (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Transit Mixer (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Transit Mixer (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","5586","TC-SEOS-01: heading structure on Transit Mixer [hi] matches the stored snapshot","SEO structure - CategoryPages [transitMixer] [hi] — Transit Mixer","2026-09-04","failed","2026-09-04","","","",""
"","4334","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [termsAndCondition] [en] — Terms and Conditions","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-NLP-08
**Title:** page heading is visible on Latest Trucks
**Language:** en

**Description:**
Open the Latest Trucks listing page and confirm the main page heading the user sees.

**Expected Result:**
The heading “Latest Trucks In India” is visible.

**Steps:**
1. Open the Latest Trucks listing page
2. Verify the page heading","872","TC-NLP-08: page heading is visible on Latest Trucks","ListingPages - NewListingPages [latestTrucks] [en] — Latest Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-NLP-01
**Title:** Check Offers lead submits successfully on Find New Trucks
**Language:** en

**Description:**
Open the Find New Trucks listing page, click Check Offers to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission. The submitted name is tagged with a page/CTA identifier for CRM traceability.

**Steps:**
1. Open the Find New Trucks listing page
2. Click Check Offers to open its lead form
3. Fill name, mobile and city
4. Submit and verify the confirmation","4575","TC-NLP-01: Check Offers lead submits successfully on Find New Trucks","ListingPages - NewListingPages [newTrucks] [en] — Find New Trucks","2026-09-04","passed","2026-09-04","","","",""
