"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14503","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [truckSeries] [hi] — Popular Truck Series","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Videos [ta] matches the stored snapshot
**Language:** ta

**Description:**
Open Videos (ta) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Videos (ta) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Videos (ta)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","625","TC-SEOS-01: heading structure on Videos [ta] matches the stored snapshot","SEO structure - UtilityPages [videos] [ta] — Videos","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Offers [hi] still matches the snapshot
**Language:** hi

**Description:**
Confirm Offers (hi) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Offers (hi) still has 8 SEO headings.

**Steps:**
1. Open Offers (hi)
2. Count SEO headings
3. Compare with the snapshot count","1332","TC-SEOS-04: heading count on Offers [hi] still matches the snapshot","SEO structure - UtilityPages [offers] [hi] — Offers","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on E Challan [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open E Challan (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on E Challan (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open E Challan (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","868","TC-SEOS-01: heading structure on E Challan [hi] matches the stored snapshot","SEO structure - UsedTruck [eChallan] [hi] — E Challan","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-TYRL-03
**Title:** A second Load More still adds tyre cards on Latest Truck Tyres
**Language:** en

**Description:**
Click Load More once on Latest Truck Tyres, then again if it is still shown, and confirm the card list keeps growing.

**Expected Result:**
The first Load More adds cards. If Load More remains, a second click adds still more cards.

**Steps:**
1. Open Latest Truck Tyres
2. Click Load More and verify more cards
3. Click Load More again if it is still shown","1286","TC-TYRL-03: a second Load More still adds tyre cards on Latest Truck Tyres","UtilityPages - TyresListing [latestTruckTyres] [en] [mobile] — Latest Truck Tyres","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Service Center [ta] still matches the snapshot
**Language:** ta

**Description:**
Confirm Service Center (ta) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Service Center (ta) still has 3 SEO headings.

**Steps:**
1. Open Service Center (ta)
2. Count SEO headings
3. Compare with the snapshot count","708","TC-SEOS-04: heading count on Service Center [ta] still matches the snapshot","SEO structure - UtilityPages [serviceCenter] [ta] — Service Center","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Mahindra Bolero [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on Mahindra Bolero (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Mahindra Bolero (hi) are unchanged.

**Steps:**
1. Open Mahindra Bolero (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","4612","TC-SEOS-02: FAQ questions on Mahindra Bolero [hi] match the stored snapshot","SEO structure - CategoryPages [mahindraBolero] [hi] — Mahindra Bolero","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Ashok Leyland Boss [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open Ashok Leyland Boss (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Ashok Leyland Boss (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Ashok Leyland Boss (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","1119","TC-SEOS-01: heading structure on Ashok Leyland Boss [hi] matches the stored snapshot","SEO structure - CategoryPages [ashokLeylandBoss] [hi] — Ashok Leyland Boss","2026-09-05","passed","2026-09-05","","","",""
"","12271","TC-FRU-00: page links resolve 200/30x; broken links are logged, not failed","Homepage - FindReliableUsedTrucksNearYou [ta]","2026-09-04","passed","2026-09-04","","","",""
"","9079","TC-CL-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - CategoryListing [cng] [en] — CNG Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Tata Ace [ta]
**Language:** ta

**Description:**
Confirm every heading stored for Tata Ace (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on Tata Ace (ta).

**Steps:**
1. Open Tata Ace (ta)
2. Check each stored heading is still on the page","1028","TC-SEOS-03: none of the stored headings are missing on Tata Ace [ta]","SEO structure - CategoryPages [tataAce] [ta] — Tata Ace","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on EMI Calculator [hi]
**Language:** hi

**Description:**
Confirm every heading stored for EMI Calculator (hi) still exists on the live page.

**Expected Result:**
No stored heading is missing on EMI Calculator (hi).

**Steps:**
1. Open EMI Calculator (hi)
2. Check each stored heading is still on the page","677","TC-SEOS-03: none of the stored headings are missing on EMI Calculator [hi]","SEO structure - UtilityPages [emiCalculator] [hi] — EMI Calculator","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-TYRSEO-04
**Title:** FAQ question expands on Goodyear Tyres
**Language:** en

**Description:**
Open a Frequently Asked Question on Goodyear Tyres and confirm the answer is shown.

**Expected Result:**
The selected question’s answer is visible.

**Steps:**
1. Open Goodyear Tyres
2. Scroll to FAQ
3. Open a question
4. Verify the answer","805","TC-TYRSEO-04: FAQ question expands on Goodyear Tyres","SEO - TyresSeoContent [goodyearTyres] [en] [mobile] — Goodyear Tyres","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Tata Yodha 2.0 Brochure [en] matches the stored snapshot
**Language:** en

**Description:**
Open Tata Yodha 2.0 Brochure (en) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Tata Yodha 2.0 Brochure (en) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Tata Yodha 2.0 Brochure (en)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","4908","TC-SEOS-01: heading structure on Tata Yodha 2.0 Brochure [en] matches the stored snapshot","SEO structure - PDP [yodhaBrochure] [en] — Tata Yodha 2.0 Brochure","2026-09-05","failed","2026-09-05","","","",""
"","16243","TC-DIR-00: page links resolve 200/30x; broken links are logged, not failed","UtilityPages - DirectoryPage [truckSeries] [en] — Popular Truck Series","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Author Profile [en]
**Language:** en

**Description:**
Confirm every heading stored for Author Profile (en) still exists on the live page.

**Expected Result:**
No stored heading is missing on Author Profile (en).

**Steps:**
1. Open Author Profile (en)
2. Check each stored heading is still on the page","648","TC-SEOS-03: none of the stored headings are missing on Author Profile [en]","SEO structure - UtilityPages [authorDetail] [en] — Author Profile","2026-09-05","passed","2026-09-05","","","",""
"","6","TC-NTPDP-21: Videos block for Eka 3W Cargo","PDP - NewTruckPdp [leastPopular] [en] — Eka 3W Cargo","2026-09-05","skipped","2026-09-05","","Page blocks (same session)","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Trailers [ta]
**Language:** ta

**Description:**
Confirm every heading stored for Trailers (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on Trailers (ta).

**Steps:**
1. Open Trailers (ta)
2. Check each stored heading is still on the page","1553","TC-SEOS-03: none of the stored headings are missing on Trailers [ta]","SEO structure - CategoryPages [trailers] [ta] — Trailers","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on About Us [hi] still matches the snapshot
**Language:** hi

**Description:**
Confirm About Us (hi) still has the same number of SEO headings as the snapshot.

**Expected Result:**
About Us (hi) still has 2 SEO headings.

**Steps:**
1. Open About Us (hi)
2. Count SEO headings
3. Compare with the snapshot count","532","TC-SEOS-04: heading count on About Us [hi] still matches the snapshot","SEO structure - UtilityPages [aboutUs] [hi] — About Us","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on 3 Wheeler [en]
**Language:** en

**Description:**
Confirm every heading stored for 3 Wheeler (en) still exists on the live page.

**Expected Result:**
No stored heading is missing on 3 Wheeler (en).

**Steps:**
1. Open 3 Wheeler (en)
2. Check each stored heading is still on the page","4697","TC-SEOS-03: none of the stored headings are missing on 3 Wheeler [en]","SEO structure - CategoryPages [threeWheeler] [en] — 3 Wheeler","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Mahindra Buses [ta] match the stored snapshot
**Language:** ta

**Description:**
Compare the FAQ heading and questions on Mahindra Buses (ta) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Mahindra Buses (ta) are unchanged.

**Steps:**
1. Open Mahindra Buses (ta)
2. Read the FAQ block
3. Compare with the stored snapshot","803","TC-SEOS-02: FAQ questions on Mahindra Buses [ta] match the stored snapshot","SEO structure - Buses [mahindraBuses] [ta] — Mahindra Buses","2026-09-04","passed","2026-09-04","","","",""
"","12912","TC-CL-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - CategoryListing [sixteenWheeler] [en] — 16 Wheeler","2026-09-04","passed","2026-09-04","","","",""
"","5","TC-NTPDP-27: EMI loan period change updates Monthly EMI for Eka 3W Cargo","PDP - NewTruckPdp [leastPopular] [en] — Eka 3W Cargo","2026-09-05","skipped","2026-09-05","","Page blocks (same session)","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Tata Starbus Ultra City Electric [en] still matches the snapshot
**Language:** en

**Description:**
Confirm Tata Starbus Ultra City Electric (en) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Tata Starbus Ultra City Electric (en) still has 5 SEO headings.

**Steps:**
1. Open Tata Starbus Ultra City Electric (en)
2. Count SEO headings
3. Compare with the snapshot count","610","TC-SEOS-04: heading count on Tata Starbus Ultra City Electric [en] still matches the snapshot","SEO structure - Buses [starbusUltraCityElectric] [en] — Tata Starbus Ultra City Electric","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on SCV [hi] still matches the snapshot
**Language:** hi

**Description:**
Confirm SCV (hi) still has the same number of SEO headings as the snapshot.

**Expected Result:**
SCV (hi) still has 15 SEO headings.

**Steps:**
1. Open SCV (hi)
2. Count SEO headings
3. Compare with the snapshot count","1072","TC-SEOS-04: heading count on SCV [hi] still matches the snapshot","SEO structure - CategoryPages [scv] [hi] — SCV","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-PSH-02
**Title:** First used-truck product name navigates to used PDP
**Language:** en

**Description:**
Click the first visible used-truck product name in Popular Second Hand Truck and confirm the used-truck detail page opens.

**Expected Result:**
The browser URL matches that listing’s used-truck PDP path for the selected language.

**Steps:**
1. Open Popular Second Hand Truck
2. Click the first visible product name
3. Verify the URL is the matching used-truck PDP","2442","TC-PSH-02: first used-truck product name navigates to used PDP","Homepage - PopularSecondHandTruck [en]","2026-09-04","passed","2026-09-04","","","",""
"","13489","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - ListingPages [newTrucks] [ta] — Find New Trucks","2026-09-05","passed","2026-09-05","","","",""
"","1246","TC-SRT-11: lists expected sample brands with localized labels","Homepage - SearchRightTruck [ta]","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Tata Yodha 2.0 [ta] matches the stored snapshot
**Language:** ta

**Description:**
Open Tata Yodha 2.0 (ta) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Tata Yodha 2.0 (ta) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Tata Yodha 2.0 (ta)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","6079","TC-SEOS-01: heading structure on Tata Yodha 2.0 [ta] matches the stored snapshot","SEO structure - PDP [yodha20] [ta] — Tata Yodha 2.0","2026-09-05","failed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Mahindra Bolero [ta] still matches the snapshot
**Language:** ta

**Description:**
Confirm Mahindra Bolero (ta) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Mahindra Bolero (ta) still has 11 SEO headings.

**Steps:**
1. Open Mahindra Bolero (ta)
2. Count SEO headings
3. Compare with the snapshot count","1166","TC-SEOS-04: heading count on Mahindra Bolero [ta] still matches the snapshot","SEO structure - CategoryPages [mahindraBolero] [ta] — Mahindra Bolero","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on CV Permit [ta] still matches the snapshot
**Language:** ta

**Description:**
Confirm CV Permit (ta) still has the same number of SEO headings as the snapshot.

**Expected Result:**
CV Permit (ta) still has 11 SEO headings.

**Steps:**
1. Open CV Permit (ta)
2. Count SEO headings
3. Compare with the snapshot count","700","TC-SEOS-04: heading count on CV Permit [ta] still matches the snapshot","SEO structure - UsedTruck [cvPermit] [ta] — CV Permit","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-PDPI-05
**Title:** Download Brochure lead submits successfully on Tata Yodha 2.0 Price in Gurgaon
**Language:** en

**Description:**
Open Tata Yodha 2.0 Price in Gurgaon, click “Download Brochure” (a second entry point), fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission from this second CTA.

**Steps:**
1. Open Tata Yodha 2.0 Price in Gurgaon
2. Click Download Brochure
3. Fill name, mobile and city
4. Submit and verify Thank You","4571","TC-PDPI-05: Download Brochure lead submits successfully on Tata Yodha 2.0 Price in Gurgaon","PDP - NewTruckInternalPages [yodhaPriceGurgaon] [en] — Tata Yodha 2.0 Price in Gurgaon","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on 10 ton - 20 ton Trucks [ta]
**Language:** ta

**Description:**
Confirm every heading stored for 10 ton - 20 ton Trucks (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on 10 ton - 20 ton Trucks (ta).

**Steps:**
1. Open 10 ton - 20 ton Trucks (ta)
2. Check each stored heading is still on the page","4642","TC-SEOS-03: none of the stored headings are missing on 10 ton - 20 ton Trucks [ta]","SEO structure - CategoryPages [ton10to20] [ta] — 10 ton - 20 ton Trucks","2026-09-05","passed","2026-09-05","","","",""
"","15344","TC-TIY-00: page links resolve 200/30x; broken links are logged, not failed","Homepage - TruckInIndia [en]","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-LMC-04
**Title:** One Check Offers lead from ऑटो रिक्शा tab submits successfully
**Language:** hi

**Description:**
Open the ऑटो रिक्शा tab in Latest Models by Category, click Check Offers once, fill name/mobile/city, enter a 5-digit price/budget only if asked, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission from that tab.

**Steps:**
1. Open Latest Models by Category
2. Open the ऑटो रिक्शा tab
3. Click Check Offers on one visible card
4. Fill name, mobile and city (and 5-digit price/budget if shown)
5. Submit and verify Thank You confirmation","18029","TC-LMC-04: one Check Offers lead from ऑटो रिक्शा tab submits successfully","Homepage - LatestModelsByCategory [hi]","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-CL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on 4 Wheeler
**Language:** en

**Description:**
Open the 4 Wheeler page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the 4 Wheeler page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","4743","TC-CL-02: Check Truck Price lead form shows required validation when submitted empty on 4 Wheeler","CategoryPages - CategoryListing [fourWheeler] [en] — 4 Wheeler","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on E Challan [hi] still matches the snapshot
**Language:** hi

**Description:**
Confirm E Challan (hi) still has the same number of SEO headings as the snapshot.

**Expected Result:**
E Challan (hi) still has 10 SEO headings.

**Steps:**
1. Open E Challan (hi)
2. Count SEO headings
3. Compare with the snapshot count","625","TC-SEOS-04: heading count on E Challan [hi] still matches the snapshot","SEO structure - UsedTruck [eChallan] [hi] — E Challan","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-FRU-05
**Title:** Last city link navigates to used trucks in that city
**Language:** hi

**Description:**
Click the last (not first) city in Find Reliable Used Trucks Near You and confirm the used-trucks-in-city listing opens.

**Expected Result:**
The browser URL matches that city’s used-truck-in listing for the selected language.

**Steps:**
1. Open Find Reliable Used Trucks Near You
2. Click the last city link
3. Verify the city used-trucks listing URL","2999","TC-FRU-05: last city link navigates to used trucks in that city","Homepage - FindReliableUsedTrucksNearYou [hi]","2026-09-04","passed","2026-09-04","","","",""
"","14209","TC-CL-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - CategoryListing [fourWheeler] [en] — 4 Wheeler","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-PSH-01
**Title:** Popular Second Hand Truck section is visible
**Language:** ta

**Description:**
Open the homepage and locate Popular Second Hand Truck. Confirm the section and heading are shown.

**Expected Result:**
The Popular Second Hand Truck section is visible with the correct localized heading.

**Steps:**
1. Open the homepage for the selected language
2. Scroll to Popular Second Hand Truck
3. Verify the section and heading are visible","1807","TC-PSH-01: Popular Second Hand Truck section is visible","Homepage - PopularSecondHandTruck [ta]","2026-09-04","passed","2026-09-04","","","",""
"","14687","TC-CL-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - CategoryListing [icv] [en] — ICV","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-LTU-01
**Title:** Latest Truck Updates section is visible with videos
**Language:** hi

**Description:**
Open the homepage and locate Latest Truck Updates. Confirm the section heading and at least one video title are shown.

**Expected Result:**
Latest Truck Updates is visible with the correct localized heading and one or more video titles.

**Steps:**
1. Open the homepage for the selected language
2. Scroll to Latest Truck Updates
3. Verify heading and video titles are visible","2131","TC-LTU-01: Latest Truck Updates section is visible with videos","Homepage - LatestTruckUpdates [hi]","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-PDPI-01
**Title:** Check Offers lead submits successfully on Tata Yodha 2.0 Images
**Language:** en

**Description:**
Open Tata Yodha 2.0 Images, click “Check Offers”, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission. The submitted name is testqa.

**Steps:**
1. Open Tata Yodha 2.0 Images
2. Click Check Offers
3. Fill name, mobile and city
4. Submit and verify Thank You","4094","TC-PDPI-01: Check Offers lead submits successfully on Tata Yodha 2.0 Images","PDP - NewTruckInternalPages [yodhaImages] [en] — Tata Yodha 2.0 Images","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-CL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on Petrol Trucks
**Language:** en

**Description:**
Open the Petrol Trucks page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Petrol Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","2139","TC-CL-02: Check Truck Price lead form shows required validation when submitted empty on Petrol Trucks","CategoryPages - CategoryListing [petrol] [en] — Petrol Trucks","2026-09-04","passed","2026-09-04","","","",""
"**Test Case ID:** TC-NLP-02
**Title:** Check Truck Price lead submits successfully on BS6 Trucks
**Language:** en

**Description:**
Open the BS6 Trucks listing page, click Check Truck Price to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission. The submitted name is tagged with a page/CTA identifier for CRM traceability.

**Steps:**
1. Open the BS6 Trucks listing page
2. Click Check Truck Price to open its lead form
3. Fill name, mobile and city
4. Submit and verify the confirmation","7737","TC-NLP-02: Check Truck Price lead submits successfully on BS6 Trucks","ListingPages - NewListingPages [bs6Trucks] [en] — BS6 Trucks","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-TBB-04
**Title:** Last news article title navigates to news page
**Language:** en

**Description:**
Click the last (not first) visible news article title in The Buzz Board and confirm the news article page opens.

**Expected Result:**
The browser URL matches that article’s news path for the selected language.

**Steps:**
1. Open The Buzz Board
2. Click the last visible article title
3. Verify the URL is the matching news page","3430","TC-TBB-04: last news article title navigates to news page","Homepage - TheBuzzBoard [en]","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Mahindra Bolero [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open Mahindra Bolero (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Mahindra Bolero (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Mahindra Bolero (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","1942","TC-SEOS-01: heading structure on Mahindra Bolero [hi] matches the stored snapshot","SEO structure - CategoryPages [mahindraBolero] [hi] — Mahindra Bolero","2026-09-05","passed","2026-09-05","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on 2.5 ton - 5 ton Trucks [hi]
**Language:** hi

**Description:**
Confirm every heading stored for 2.5 ton - 5 ton Trucks (hi) still exists on the live page.

**Expected Result:**
No stored heading is missing on 2.5 ton - 5 ton Trucks (hi).

**Steps:**
1. Open 2.5 ton - 5 ton Trucks (hi)
2. Check each stored heading is still on the page","887","TC-SEOS-03: none of the stored headings are missing on 2.5 ton - 5 ton Trucks [hi]","SEO structure - CategoryPages [ton2_5to5] [hi] — 2.5 ton - 5 ton Trucks","2026-09-05","passed","2026-09-05","","","",""
