"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on EMI Calculator [hi]
**Language:** hi

**Description:**
Confirm every heading stored for EMI Calculator (hi) still exists on the live page.

**Expected Result:**
No stored heading is missing on EMI Calculator (hi).

**Steps:**
1. Open EMI Calculator (hi)
2. Check each stored heading is still on the page","599","TC-SEOS-03: none of the stored headings are missing on EMI Calculator [hi]","SEO structure - UtilityPages [emiCalculator] [hi] — EMI Calculator","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-CL-05
**Title:** listing heading, filters and cards on Pickups
**Language:** en

**Description:**
Open Pickups and confirm the page heading and at least one listing card CTA. Filter By is checked when that row is present.

**Expected Result:**
Page heading is visible and at least one listing card button is shown.

**Steps:**
1. Open the Pickups page
2. Verify the page heading
3. Verify listing cards (and Filter By when present)","968","TC-CL-05: listing heading, filters and cards on Pickups","CategoryPages - CategoryListing [pickups] [en] — Pickups","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-PTB-04
**Title:** No broken brand logos appear in Popular Truck Brands
**Language:** hi

**Description:**
Verify every brand logo image in the Popular Truck Brands section loads successfully and is not broken or missing.

**Expected Result:**
Each brand card logo has a valid image URL and the image finishes loading with a non-zero size (logo is visible to the user).

**Steps:**
1. Open the Popular Truck Brands section
2. For each brand card, check the logo image source
3. Confirm each logo image has loaded successfully","893","TC-PTB-04: no broken brand logos appear in Popular Truck Brands","Homepage - PopularTruckBrands [hi]","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on 2.5 ton - 5 ton Trucks [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open 2.5 ton - 5 ton Trucks (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on 2.5 ton - 5 ton Trucks (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open 2.5 ton - 5 ton Trucks (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","1192","TC-SEOS-01: heading structure on 2.5 ton - 5 ton Trucks [hi] matches the stored snapshot","SEO structure - CategoryPages [ton2_5to5] [hi] — 2.5 ton - 5 ton Trucks","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-TYRSEO-06
**Title:** Read Less collapses About content on Latest Truck Tyres
**Language:** en

**Description:**
Expand via Read More on Latest Truck Tyres, then click Read Less and confirm Read More returns.

**Expected Result:**
After Read Less, the block is collapsed and Read More is visible again.

**Steps:**
1. Open Latest Truck Tyres About block
2. Click Read More, then Read Less
3. Verify Read More is shown again","702","TC-TYRSEO-06: Read Less collapses About content on Latest Truck Tyres","SEO - TyresSeoContent [latestTruckTyres] [en] [mobile] — Latest Truck Tyres","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Mini Trucks [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on Mini Trucks (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Mini Trucks (hi) are unchanged.

**Steps:**
1. Open Mini Trucks (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","1188","TC-SEOS-02: FAQ questions on Mini Trucks [hi] match the stored snapshot","SEO structure - CategoryPages [miniTrucks] [hi] — Mini Trucks","2026-09-06","passed","2026-09-06","","","",""
"","8173","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [termsAndCondition] [ta] — Terms and Conditions","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-TYRSEO-01
**Title:** About content is visible with Read More on CEAT Tyres
**Language:** en

**Description:**
Open CEAT Tyres and confirm the About / description SEO block shows its heading, collapsed copy, and Read More.

**Expected Result:**
“About CEAT Truck Tyres In India” is visible with Read More and the collapsed About text.

**Steps:**
1. Open CEAT Tyres
2. Scroll to the About / description block
3. Verify heading, collapsed copy and Read More","675","TC-TYRSEO-01: About content is visible with Read More on CEAT Tyres","SEO - TyresSeoContent [ceatTyres] [en] [desktop] — CEAT Tyres","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on News [ta] still matches the snapshot
**Language:** ta

**Description:**
Confirm News (ta) still has the same number of SEO headings as the snapshot.

**Expected Result:**
News (ta) still has 6 SEO headings.

**Steps:**
1. Open News (ta)
2. Count SEO headings
3. Compare with the snapshot count","673","TC-SEOS-04: heading count on News [ta] still matches the snapshot","SEO structure - UtilityPages [news] [ta] — News","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-ECV-01
**Title:** Electric Commercial Vehicles section is visible
**Language:** en

**Description:**
Open the homepage and locate the Electric Commercial Vehicles section. Confirm the section is shown with the correct heading for the selected language.

**Expected Result:**
The Electric Commercial Vehicles section is visible and the heading matches the expected localized text (for example, “Electric Commercial Vehicles” in English).

**Steps:**
1. Open the homepage for the selected language
2. Scroll to the Electric Commercial Vehicles section
3. Verify the section and heading are visible","1382","TC-ECV-01: Electric Commercial Vehicles section is visible","Homepage - ElectricCommercialVehicles [en]","2026-09-06","passed","2026-09-06","","","",""
"","9231","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [blogDetail] [hi] — Blog Article Detail","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-PTC-02
**Title:** First compared truck name navigates to truck PDP
**Language:** hi

**Description:**
Click the first visible truck name in Popular Truck Comparison and confirm that truck’s product detail page opens.

**Expected Result:**
The browser URL matches that truck’s PDP path for the selected language.

**Steps:**
1. Open Popular Truck Comparison
2. Click the first visible truck name
3. Verify the URL is the matching truck PDP","3238","TC-PTC-02: first compared truck name navigates to truck PDP","Homepage - PopularTruckComparison [hi]","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Ashok Leyland Buses [en] still matches the snapshot
**Language:** en

**Description:**
Confirm Ashok Leyland Buses (en) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Ashok Leyland Buses (en) still has 10 SEO headings.

**Steps:**
1. Open Ashok Leyland Buses (en)
2. Count SEO headings
3. Compare with the snapshot count","761","TC-SEOS-04: heading count on Ashok Leyland Buses [en] still matches the snapshot","SEO structure - Buses [ashokLeylandBuses] [en] — Ashok Leyland Buses","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-CL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on Tippers
**Language:** en

**Description:**
Open the Tippers page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Tippers page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","1787","TC-CL-02: Check Truck Price lead form shows required validation when submitted empty on Tippers","CategoryPages - CategoryListing [tippers] [en] — Tippers","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-PL-04
**Title:** Call Now assistance lead submits successfully on 2.5 ton - 5 ton Trucks
**Language:** en

**Description:**
Open the 2.5 ton - 5 ton Trucks page, click the ""Still confused?"" widget's Call Now button to open the assistance lead form, fill model, name, mobile and city, and submit.

**Expected Result:**
The assistance form closes after a successful submission.

**Steps:**
1. Open the 2.5 ton - 5 ton Trucks page
2. Click Call Now to open the assistance lead form
3. Fill model, name, mobile and city
4. Submit and verify the assistance form closes","5220","TC-PL-04: Call Now assistance lead submits successfully on 2.5 ton - 5 ton Trucks","CategoryPages - PayloadListing [ton2_5to5] [en] — 2.5 ton - 5 ton Trucks","2026-09-06","passed","2026-09-06","","","",""
"","4495","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [privacyPolicy] [hi] — Privacy Policy","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-CL-03
**Title:** Check Truck Price lead form rejects mobile that is not 10 digits on Transit Mixer
**Language:** en

**Description:**
Open the Transit Mixer page, open Check Truck Price, fill a valid name, an invalid (5-digit) mobile number, and leave city empty, then submit.

**Expected Result:**
The real, page-shown mobile-format and location-required validation messages are displayed, and no lead is submitted.

**Steps:**
1. Open the Transit Mixer page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill a valid name and an invalid mobile number
4. Submit with city left empty
5. Verify the mobile-format and location validation messages are shown","6933","TC-CL-03: Check Truck Price lead form rejects mobile that is not 10 digits on Transit Mixer","CategoryPages - CategoryListing [transitMixer] [en] — Transit Mixer","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Offers [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on Offers (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
Offers (hi) still has no FAQ section.

**Steps:**
1. Open Offers (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","1133","TC-SEOS-02: FAQ questions on Offers [hi] match the stored snapshot","SEO structure - UtilityPages [offers] [hi] — Offers","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Transit Mixer [en] match the stored snapshot
**Language:** en

**Description:**
Compare the FAQ heading and questions on Transit Mixer (en) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Transit Mixer (en) are unchanged.

**Steps:**
1. Open Transit Mixer (en)
2. Read the FAQ block
3. Compare with the stored snapshot","1257","TC-SEOS-02: FAQ questions on Transit Mixer [en] match the stored snapshot","SEO structure - CategoryPages [transitMixer] [en] — Transit Mixer","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on News [ta] matches the stored snapshot
**Language:** ta

**Description:**
Open News (ta) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on News (ta) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open News (ta)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","906","TC-SEOS-01: heading structure on News [ta] matches the stored snapshot","SEO structure - UtilityPages [news] [ta] — News","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Tempo Traveller [en] match the stored snapshot
**Language:** en

**Description:**
Compare the FAQ heading and questions on Tempo Traveller (en) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Tempo Traveller (en) are unchanged.

**Steps:**
1. Open Tempo Traveller (en)
2. Read the FAQ block
3. Compare with the stored snapshot","1173","TC-SEOS-02: FAQ questions on Tempo Traveller [en] match the stored snapshot","SEO structure - CategoryPages [tempoTraveller] [en] — Tempo Traveller","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Homepage [ta]
**Language:** ta

**Description:**
Confirm every heading stored for Homepage (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on Homepage (ta).

**Steps:**
1. Open Homepage (ta)
2. Check each stored heading is still on the page","731","TC-SEOS-03: none of the stored headings are missing on Homepage [ta]","SEO structure - Homepage [home] [ta] — Homepage","2026-09-07","passed","2026-09-07","","","",""
"","10271","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - CategoryPages [ashokLeylandBrand] [en] — Ashok Leyland Trucks","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Trailers [en] still matches the snapshot
**Language:** en

**Description:**
Confirm Trailers (en) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Trailers (en) still has 14 SEO headings.

**Steps:**
1. Open Trailers (en)
2. Count SEO headings
3. Compare with the snapshot count","1269","TC-SEOS-04: heading count on Trailers [en] still matches the snapshot","SEO structure - CategoryPages [trailers] [en] — Trailers","2026-09-06","failed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on 6 Wheeler [ta] match the stored snapshot
**Language:** ta

**Description:**
Compare the FAQ heading and questions on 6 Wheeler (ta) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on 6 Wheeler (ta) are unchanged.

**Steps:**
1. Open 6 Wheeler (ta)
2. Read the FAQ block
3. Compare with the stored snapshot","14269","TC-SEOS-02: FAQ questions on 6 Wheeler [ta] match the stored snapshot","SEO structure - CategoryPages [sixWheeler] [ta] — 6 Wheeler","2026-09-07","passed","2026-09-07","","","",""
"","1725","TC-NLP-01: Check Offers lead submits successfully on Popular Truck","ListingPages - NewListingPages [popularTrucks] [en] — Popular Truck","2026-09-07","skipped","2026-09-07","","","",""
"**Test Case ID:** TC-TSR-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on Mahindra Bolero
**Language:** en

**Description:**
Open the Mahindra Bolero page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Mahindra Bolero page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","7120","TC-TSR-02: Check Truck Price lead form shows required validation when submitted empty on Mahindra Bolero","CategoryPages - CategoryListingTruckSeries [mahindraBolero] [en] — Mahindra Bolero","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on LPG Trucks [ta]
**Language:** ta

**Description:**
Confirm every heading stored for LPG Trucks (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on LPG Trucks (ta).

**Steps:**
1. Open LPG Trucks (ta)
2. Check each stored heading is still on the page","6356","TC-SEOS-03: none of the stored headings are missing on LPG Trucks [ta]","SEO structure - CategoryPages [lpg] [ta] — LPG Trucks","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-PL-04
**Title:** Call Now assistance lead submits successfully on 40 ton - 300 ton Trucks
**Language:** en

**Description:**
Open the 40 ton - 300 ton Trucks page, click the ""Still confused?"" widget's Call Now button to open the assistance lead form, fill model, name, mobile and city, and submit.

**Expected Result:**
The assistance form closes after a successful submission.

**Steps:**
1. Open the 40 ton - 300 ton Trucks page
2. Click Call Now to open the assistance lead form
3. Fill model, name, mobile and city
4. Submit and verify the assistance form closes","3721","TC-PL-04: Call Now assistance lead submits successfully on 40 ton - 300 ton Trucks","CategoryPages - PayloadListing [ton40to300] [en] — 40 ton - 300 ton Trucks","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-PTB-06
**Title:** View All Brands link navigates to the brands listing page
**Language:** hi

**Description:**
Locate the View All Brands link near the Popular Truck Brands section and open it to confirm it leads to the full brands listing page.

**Expected Result:**
The View All Brands link is visible with the correct label and href, and clicking it navigates to /{language}/brands.

**Steps:**
1. Open the Popular Truck Brands section
2. Verify the View All Brands link label and URL
3. Click View All Brands
4. Verify the brands listing page opens","8843","TC-PTB-06: View All Brands link navigates to the brands listing page","Homepage - PopularTruckBrands [hi]","2026-09-06","passed","2026-09-06","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Transit Mixer [ta] matches the stored snapshot
**Language:** ta

**Description:**
Open Transit Mixer (ta) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Transit Mixer (ta) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Transit Mixer (ta)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","2299","TC-SEOS-01: heading structure on Transit Mixer [ta] matches the stored snapshot","SEO structure - CategoryPages [transitMixer] [ta] — Transit Mixer","2026-09-06","failed","2026-09-06","","","",""
"**Test Case ID:** TC-SUT-03
**Title:** Wizard rejects fewer than 2 uploaded photos on Sell Used Trucks
**Language:** en

**Description:**
Complete Steps 1 and 2, then on Step 3 upload only one photo (the site requires a minimum of 2) and click Next.

**Expected Result:**
The real ""Please upload atleast 2 images for your listing"" validation message is shown, and the wizard stays on Step 3 — the Full Name field (Step 4) never appears.

**Steps:**
1. Open the Sell Used Trucks page
2. Complete Step 1 (brand) and Step 2 (model/year/km/price)
3. Upload only one photo on Step 3 and click Next
4. Verify the minimum-2-images validation message is shown","5275","TC-SUT-03: wizard rejects fewer than 2 uploaded photos on Sell Used Trucks","UsedTruck - SellUsedTrucks [en] — Sell Used Trucks","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-TYRSEO-03
**Title:** FAQ heading and questions are listed on Apollo Tyres
**Language:** en

**Description:**
Confirm Apollo Tyres shows the FAQ heading and each expected question.

**Expected Result:**
“Frequently Asked Questions” and the listed questions are present.

**Steps:**
1. Open Apollo Tyres
2. Scroll to FAQ
3. Verify heading and questions","706","TC-TYRSEO-03: FAQ heading and questions are listed on Apollo Tyres","SEO - TyresSeoContent [apolloTyres] [en] [mobile] — Apollo Tyres","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-SEOS-01
**Title:** Heading structure on Tata Yodha 2.0 Brochure [hi] matches the stored snapshot
**Language:** hi

**Description:**
Open Tata Yodha 2.0 Brochure (hi) and compare live SEO headings with the snapshot. Allure and artifacts/seo-structure-report.xlsx show expected vs actual so a changed heading can be copied into test data after it is confirmed.

**Expected Result:**
Every stored heading on Tata Yodha 2.0 Brochure (hi) is still present with the same tag. Extra or missing headings fail the check; order on the page may differ.

**Steps:**
1. Open Tata Yodha 2.0 Brochure (hi)
2. Expand Read More if the About block is collapsed
3. Compare live headings with the stored snapshot","1162","TC-SEOS-01: heading structure on Tata Yodha 2.0 Brochure [hi] matches the stored snapshot","SEO structure - PDP [yodhaBrochure] [hi] — Tata Yodha 2.0 Brochure","2026-09-07","failed","2026-09-07","","","",""
"","11024","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UsedTruck [buyUsedTrucks] [ta] — Buy Used Trucks","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on BS6 Trucks [ta] match the stored snapshot
**Language:** ta

**Description:**
Compare the FAQ heading and questions on BS6 Trucks (ta) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
BS6 Trucks (ta) still has no FAQ section.

**Steps:**
1. Open BS6 Trucks (ta)
2. Read the FAQ block
3. Compare with the stored snapshot","1859","TC-SEOS-02: FAQ questions on BS6 Trucks [ta] match the stored snapshot","SEO structure - ListingPages [bs6Trucks] [ta] — BS6 Trucks","2026-09-07","passed","2026-09-07","","","",""
"","6232","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [authorsHub] [ta] — All Authors","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-PDPI-02
**Title:** Check Offers lead form shows required validation when submitted empty on Tata Yodha 2.0 Specifications
**Language:** en

**Description:**
Open Tata Yodha 2.0 Specifications, click “Check Offers”, and submit with name, mobile and city all left empty.

**Expected Result:**
The real required-field validation messages for name, mobile and location are shown, and no lead is submitted.

**Steps:**
1. Open Tata Yodha 2.0 Specifications
2. Click Check Offers
3. Leave name, mobile and city empty and submit
4. Verify the three required-field messages","3949","TC-PDPI-02: Check Offers lead form shows required validation when submitted empty on Tata Yodha 2.0 Specifications","PDP - NewTruckInternalPages [yodhaSpecifications] [en] — Tata Yodha 2.0 Specifications","2026-09-07","passed","2026-09-07","","","",""
