"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-TBR-01
**Title:** Check Truck Price lead submits successfully on Mahindra Trucks
**Language:** en

**Description:**
Open the Mahindra Trucks page, click a truck card's ""Check Truck Price"" button to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission.

**Steps:**
1. Open the Mahindra Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","5808","TC-TBR-01: Check Truck Price lead submits successfully on Mahindra Trucks","CategoryPages - CategoryListingBrands [mahindraBrand] [en] — Mahindra Trucks","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-CL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on HCV
**Language:** en

**Description:**
Open the HCV page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the HCV page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","1981","TC-CL-02: Check Truck Price lead form shows required validation when submitted empty on HCV","CategoryPages - CategoryListing [hcv] [en] — HCV","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-PTC-05
**Title:** No visible product card links to a duplicate truck
**Language:** hi

**Description:**
Confirm every visible product name in Popular Truck Comparison links to a distinct truck.

**Expected Result:**
No two visible product cards share the same href.

**Steps:**
1. Open Popular Truck Comparison
2. Verify all visible product links are unique","924","TC-PTC-05: no visible product card links to a duplicate truck","Homepage - PopularTruckComparison [hi]","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-NLP-02
**Title:** Check Truck Price lead submits successfully on Find New Trucks
**Language:** en

**Description:**
Open the Find New Trucks listing page, click Check Truck Price to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission. The submitted name is tagged with a page/CTA identifier for CRM traceability.

**Steps:**
1. Open the Find New Trucks listing page
2. Click Check Truck Price to open its lead form
3. Fill name, mobile and city
4. Submit and verify the confirmation","6112","TC-NLP-02: Check Truck Price lead submits successfully on Find New Trucks","ListingPages - NewListingPages [newTrucks] [en] — Find New Trucks","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-BUT-01
**Title:** Contact Seller lead submits successfully on Buy Used Trucks
**Language:** en

**Description:**
Open the Buy Used Trucks page, open the per-listing ""Get Seller Details"" lead form via Contact Seller on a visible truck card, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission. The submitted name is tagged with a page/CTA identifier for CRM traceability.

**Steps:**
1. Open the Buy Used Trucks page
2. Open the Contact Seller lead form from a visible card
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","6355","TC-BUT-01: Contact Seller lead submits successfully on Buy Used Trucks","UsedTruck - BuyUsedTrucks [en] — Buy Used Trucks","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-NLP-05
**Title:** Call Now lead submits successfully on Upcoming Trucks
**Language:** en

**Description:**
Open the Upcoming Trucks listing page, click Call Now to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
The assistance lead form closes after a successful submission (verified via the real submit network call). The submitted name is tagged with a page/CTA identifier for CRM traceability.

**Steps:**
1. Open the Upcoming Trucks listing page
2. Click Call Now to open its lead form
3. Fill name, mobile and city
4. Submit and verify the confirmation","18518","TC-NLP-05: Call Now lead submits successfully on Upcoming Trucks","ListingPages - NewListingPages [upcomingTrucks] [en] — Upcoming Trucks","2026-08-23","broken","2026-08-23","","","",""
"","7311","TC-PTB-00: page links resolve 200/30x; broken links are logged, not failed","Homepage - PopularTruckBrands [ta]","2026-08-23","passed","2026-08-23","","","",""
"","844","TC-NLP-04: Notify Me lead submits successfully on Popular Truck","ListingPages - NewListingPages [popularTrucks] [en] — Popular Truck","2026-08-23","skipped","2026-08-23","","","",""
"**Test Case ID:** TC-VHR-05
**Title:** Check Offers lead form rejects mobile that is not 10 digits on Vehicle Report
**Language:** en

**Description:**
Open the Vehicle Report page, open Check Offers, fill a valid name, an invalid (5-digit) mobile number, and leave city empty, then submit.

**Expected Result:**
The real, page-shown mobile-format and location-required validation messages are displayed, and no lead is submitted.

**Steps:**
1. Open the Vehicle Report page
2. Open the Check Offers lead form
3. Fill a valid name and an invalid mobile number
4. Submit with city left empty
5. Verify the mobile-format and location validation messages are shown","1836","TC-VHR-05: Check Offers lead form rejects mobile that is not 10 digits on Vehicle Report","UsedTruck - VehicleReport [en] — Vehicle Report","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-SUT-02
**Title:** Wizard does not advance past Step 1 without a brand selected on Sell Used Trucks
**Language:** en

**Description:**
Click Next on Step 1 without picking a truck brand.

**Expected Result:**
The wizard stays on Step 1 — the Brands field is still shown and Model (Step 2) never appears.

**Steps:**
1. Open the Sell Used Trucks page
2. Click Next without selecting a brand
3. Verify the wizard remains on Step 1","954","TC-SUT-02: wizard does not advance past Step 1 without a brand selected on Sell Used Trucks","UsedTruck - SellUsedTrucks [en] — Sell Used Trucks","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-CL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on Mini Trucks
**Language:** en

**Description:**
Open the Mini Trucks page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Mini Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","2195","TC-CL-02: Check Truck Price lead form shows required validation when submitted empty on Mini Trucks","CategoryPages - CategoryListing [miniTrucks] [en] — Mini Trucks","2026-08-23","passed","2026-08-23","","","",""
"","8342","TC-LTU-00: page links resolve 200/30x; broken links are logged, not failed","Homepage - LatestTruckUpdates [hi]","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-CL-01
**Title:** Check Truck Price lead submits successfully on Pickups
**Language:** en

**Description:**
Open the Pickups page, click a truck card's ""Check Truck Price"" button to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission.

**Steps:**
1. Open the Pickups page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","4271","TC-CL-01: Check Truck Price lead submits successfully on Pickups","CategoryPages - CategoryListing [pickups] [en] — Pickups","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-NTPDP-20
**Title:** News block for Tata Yodha 2.0
**Language:** en

**Description:**
Verify News section when present on Tata Yodha 2.0.

**Expected Result:**
News heading is visible, or skipped.

**Steps:**
1. Open PDP
2. Locate News if present","80","TC-NTPDP-20: News block for Tata Yodha 2.0","PDP - NewTruckPdp [mostPopular] [en] — Tata Yodha 2.0","2026-08-23","passed","2026-08-23","","Page blocks (same session)","",""
"","2024","TC-TIY-16: View All link always includes an arrow icon for each tab","Homepage - TruckInIndia [en]","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-TSR-01
**Title:** Check Truck Price lead submits successfully on Mahindra Blazo
**Language:** en

**Description:**
Open the Mahindra Blazo page, click a truck card's ""Check Truck Price"" button to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission.

**Steps:**
1. Open the Mahindra Blazo page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","4420","TC-TSR-01: Check Truck Price lead submits successfully on Mahindra Blazo","CategoryPages - CategoryListingTruckSeries [mahindraBlazo] [en] — Mahindra Blazo","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-CVP-03
**Title:** Check Offers lead form shows required validation when submitted empty on CV Permit
**Language:** en

**Description:**
Open the CV Permit page, open Check Offers, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the CV Permit page
2. Open the Check Offers lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","1600","TC-CVP-03: Check Offers lead form shows required validation when submitted empty on CV Permit","UsedTruck - CvPermit [en] — CV Permit","2026-08-23","passed","2026-08-23","","","",""
"","886","TC-CL-04: Call Now assistance lead submits successfully on 6 Wheeler","CategoryPages - CategoryListing [sixWheeler] [en] — 6 Wheeler","2026-08-23","skipped","2026-08-23","","","",""
"","25323","TC-SRT-02: Verify Only Brand selection navigates to brand page","Homepage - SearchRightTruck [en]","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-CL-03
**Title:** Check Truck Price lead form rejects mobile that is not 10 digits on Mini Trucks
**Language:** en

**Description:**
Open the Mini Trucks page, open Check Truck Price, fill a valid name, an invalid (5-digit) mobile number, and leave city empty, then submit.

**Expected Result:**
The real, page-shown mobile-format and location-required validation messages are displayed, and no lead is submitted.

**Steps:**
1. Open the Mini Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill a valid name and an invalid mobile number
4. Submit with city left empty
5. Verify the mobile-format and location validation messages are shown","2515","TC-CL-03: Check Truck Price lead form rejects mobile that is not 10 digits on Mini Trucks","CategoryPages - CategoryListing [miniTrucks] [en] — Mini Trucks","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-NLP-06
**Title:** Check Offers lead form shows required validation when submitted empty on Latest Trucks
**Language:** en

**Description:**
Open the Latest Trucks listing page, open Check Offers, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Latest Trucks listing page
2. Click Check Offers to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","1988","TC-NLP-06: Check Offers lead form shows required validation when submitted empty on Latest Trucks","ListingPages - NewListingPages [latestTrucks] [en] — Latest Trucks","2026-08-23","passed","2026-08-23","","","",""
"","752","TC-NLP-03: Contact Seller lead submits successfully on BS6 Trucks","ListingPages - NewListingPages [bs6Trucks] [en] — BS6 Trucks","2026-08-23","skipped","2026-08-23","","","",""
"","905","TC-CL-04: Call Now assistance lead submits successfully on 16 Wheeler","CategoryPages - CategoryListing [sixteenWheeler] [en] — 16 Wheeler","2026-08-23","skipped","2026-08-23","","","",""
"**Test Case ID:** TC-CT-01
**Title:** Check Offers lead submits successfully on Compare Trucks
**Language:** en

**Description:**
Open the Compare Trucks page, open the shared Check Offers lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission (the same shared Check Offers lead form used elsewhere on the site). The submitted name is tagged with a page/CTA identifier for CRM traceability.

**Steps:**
1. Open the Compare Trucks page
2. Open the Check Offers lead form
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","7580","TC-CT-01: Check Offers lead submits successfully on Compare Trucks","Compare - CompareTrucks [en] — Compare Trucks","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-LMC-02
**Title:** First product name on default tab navigates to truck PDP
**Language:** ta

**Description:**
On the default category tab, click the first visible truck product name and confirm the truck product detail page opens.

**Expected Result:**
The browser URL matches that product’s truck PDP path for the selected language.

**Steps:**
1. Open Latest Models by Category
2. Click the first visible product name on the active tab
3. Verify the URL is the matching truck PDP","17999","TC-LMC-02: first product name on default tab navigates to truck PDP","Homepage - LatestModelsByCategory [ta]","2026-08-23","broken","2026-08-23","","","",""
"","9545","TC-SRT-00: page links resolve 200/30x; broken links are logged, not failed","Homepage - SearchRightTruck [en]","2026-08-23","passed","2026-08-23","","","",""
"","5525","TC-CL-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - CategoryListing [twentyTwoWheeler] [en] — 22 Wheeler","2026-08-23","passed","2026-08-23","","","",""
